,u,v,maxspeed,length,s_lat,s_lng,e_lat,e_lng
958,372,4692,45.0,166.96099999999998,-122.4999583,37.7363742,-122.5000955,37.7349132
959,372,4691,45.0,207.754,-122.4999583,37.7363742,-122.5000893,37.7382397
960,373,374,45.0,94.39,-122.5010318,37.7363266,-122.5021035,37.7362791
961,373,372,45.0,94.549,-122.5010318,37.7363266,-122.4999583,37.7363742
962,373,1391,45.0,115.48899999999999,-122.5010318,37.7363266,-122.5010574,37.735299
963,373,1390,45.0,207.786,-122.5010318,37.7363266,-122.5011626,37.7381924
964,374,373,45.0,94.39,-122.5021035,37.7362791,-122.5010318,37.7363266
965,374,5387,45.0,207.809,-122.5021035,37.7362791,-122.5022344,37.7381451
966,374,375,45.0,94.531,-122.5021035,37.7362791,-122.5031768,37.7362315
967,374,6172,45.0,85.805,-122.5021035,37.7362791,-122.5020546,37.7355085
968,375,376,45.0,94.19000000000001,-122.5031768,37.7362315,-122.5042462,37.736184
969,375,374,45.0,94.531,-122.5031768,37.7362315,-122.5021035,37.7362791
970,375,8550,45.0,74.48100000000001,-122.5031768,37.7362315,-122.5031302,37.7355627
971,375,5388,45.0,207.841,-122.5031768,37.7362315,-122.5033075,37.7380978
972,376,375,45.0,94.19,-122.5042462,37.736184,-122.5031768,37.7362315
973,376,2797,45.0,207.876,-122.5042462,37.736184,-122.5043749,37.7380507
974,376,2798,45.0,69.315,-122.5042462,37.736184,-122.5042025,37.7355616
975,377,376,45.0,94.355,-122.5053175,37.7361365,-122.5042462,37.736184
976,377,378,45.0,78.97699999999999,-122.5053175,37.7361365,-122.5062142,37.7360967
977,377,8912,45.0,104.12700000000001,-122.5053175,37.7361365,-122.505383,37.7370715
978,377,3975,45.0,64.035,-122.5053175,37.7361365,-122.5052772,37.7355615
979,378,8911,45.0,104.239,-122.5062142,37.7360967,-122.5063394,37.7370289
980,378,377,45.0,78.97699999999999,-122.5062142,37.7360967,-122.5053175,37.7361365
981,378,3846,45.0,58.042,-122.5062142,37.7360967,-122.5061475,37.7355774
982,379,380,45.0,76.228,-122.4313541,37.7366312,-122.430806,37.7361001
983,379,526,45.0,303.927,-122.4313541,37.7366312,-122.4339687,37.7381499
984,379,5696,45.0,144.268,-122.4313541,37.7366312,-122.4300852,37.7374536
985,379,1332,45.0,137.13199999999998,-122.4313541,37.7366312,-122.4325541,37.735856
986,380,381,45.0,77.659,-122.430806,37.7361001,-122.4302478,37.7355589
987,380,379,45.0,76.228,-122.430806,37.7361001,-122.4313541,37.7366312
988,380,5077,45.0,144.384,-122.430806,37.7361001,-122.4295381,37.7369251
989,380,1333,45.0,190.365,-122.430806,37.7361001,-122.4324776,37.7350123
990,381,382,45.0,73.739,-122.4302478,37.7355589,-122.42972,37.7350436
991,381,380,45.0,77.659,-122.4302478,37.7355589,-122.430806,37.7361001
992,381,4653,45.0,177.047,-122.4302478,37.7355589,-122.4318599,37.7346236
993,381,5697,45.0,144.52599999999998,-122.4302478,37.7355589,-122.42898,37.736386
994,382,381,45.0,73.739,-122.42972,37.7350436,-122.4302478,37.7355589
995,382,5698,45.0,144.924,-122.42972,37.7350436,-122.428431,37.7358557
996,382,7642,45.0,38.505,-122.42972,37.7350436,-122.4294418,37.7347762
997,382,190,45.0,219.363,-122.42972,37.7350436,-122.4316382,37.733783
998,383,384,45.0,84.263,-122.4189423,37.7379043,-122.4179911,37.7378126
999,383,884,45.0,46.406,-122.4189423,37.7379043,-122.4193205,37.7381885
1000,383,446,45.0,84.914,-122.4189423,37.7379043,-122.4188243,37.737163
1001,384,385,45.0,125.701,-122.4179911,37.7378126,-122.4165721,37.737676
1002,384,383,45.0,84.263,-122.4179911,37.7378126,-122.4189423,37.7379043
1003,384,447,45.0,76.939,-122.4179911,37.7378126,-122.4180974,37.7371258
1004,384,991,45.0,68.973,-122.4179911,37.7378126,-122.4178959,37.7384283
1005,385,384,45.0,125.701,-122.4165721,37.737676,-122.4179911,37.7378126
1006,385,2604,45.0,46.686,-122.4165721,37.737676,-122.4166097,37.7372572
1007,385,2603,45.0,69.537,-122.4165721,37.737676,-122.4165162,37.7382998
1008,386,8414,45.0,22.336,-122.417837,37.7459644,-122.4176106,37.7458733
1009,386,8412,45.0,92.115,-122.417837,37.7459644,-122.4182949,37.7467095
1010,386,5160,45.0,315.68800000000005,-122.417837,37.7459644,-122.4150416,37.7460507
1011,387,388,45.0,62.66,-122.4172368,37.745723,-122.4166011,37.7454683
1012,387,8414,45.0,36.872,-122.4172368,37.745723,-122.4176106,37.7458733
1013,387,5298,45.0,255.101,-122.4172368,37.745723,-122.4185692,37.7436851
1014,388,8341,45.0,123.681,-122.4166011,37.7454683,-122.4151986,37.7455536
1015,388,389,45.0,46.993,-122.4166011,37.7454683,-122.4161253,37.7452758
1016,388,387,45.0,62.66,-122.4166011,37.7454683,-122.4172368,37.745723
1017,388,4296,45.0,257.065,-122.4166011,37.7454683,-122.417976,37.743447
1018,389,390,45.0,38.786,-122.4161253,37.7452758,-122.4157328,37.7451166
1019,389,388,45.0,46.993,-122.4161253,37.7452758,-122.4166011,37.7454683
1020,389,1470,45.0,255.152,-122.4161253,37.7452758,-122.417422,37.743223
1021,390,389,45.0,38.786,-122.4157328,37.7451166,-122.4161253,37.7452758
1022,390,1519,45.0,158.89000000000001,-122.4157328,37.7451166,-122.416417,37.7438308
1023,390,9504,45.0,72.594,-122.4157328,37.7451166,-122.4149478,37.745048
1024,391,386,45.0,33.857,-122.4181898,37.7460833,-122.417837,37.7459644
1025,392,3296,45.0,88.46199999999999,-122.474991,37.799961,-122.4750098,37.799198
1026,392,393,45.0,75.993,-122.474991,37.799961,-122.474135,37.799951
1027,393,392,45.0,105.561,-122.474135,37.799951,-122.474991,37.799961
1028,393,392,45.0,75.993,-122.474135,37.799951,-122.474991,37.799961
1029,393,3684,45.0,35.015,-122.474135,37.799951,-122.473999,37.799655
1030,394,3682,45.0,63.446,-122.4736452,37.801872,-122.472929,37.801799
1031,394,393,45.0,244.46899999999997,-122.4736452,37.801872,-122.474135,37.799951
1032,395,1904,45.0,16.970000000000002,-122.4732504,37.8032758,-122.4730862,37.8031961
1033,395,5737,45.0,154.88,-122.4732504,37.8032758,-122.4747009,37.8040665
1034,395,394,45.0,165.988,-122.4732504,37.8032758,-122.4736452,37.801872
1035,396,4931,45.0,105.119,-122.4411712,37.7803083,-122.4413544,37.7812425
1036,396,6219,45.0,104.22,-122.4411712,37.7803083,-122.4409862,37.7793825
1037,396,1819,45.0,49.715,-122.4411712,37.7803083,-122.440613,37.7803808
1038,397,398,45.0,94.226,-122.4646105,37.7547706,-122.4656806,37.7547232
1039,397,8936,45.0,208.016,-122.4646105,37.7547706,-122.4644805,37.7529027
1040,397,8939,45.0,207.505,-122.4646105,37.7547706,-122.4647402,37.7566339
1041,398,397,45.0,94.226,-122.4656806,37.7547232,-122.4646105,37.7547706
1042,398,399,45.0,94.323,-122.4656806,37.7547232,-122.4667518,37.7546757
1043,398,1480,45.0,207.941,-122.4656806,37.7547232,-122.46555,37.752856
1044,398,1479,45.0,207.54,-122.4656806,37.7547232,-122.4658109,37.7565868
1045,399,398,45.0,94.323,-122.4667518,37.7546757,-122.4656806,37.7547232
1046,399,400,45.0,93.525,-122.4667518,37.7546757,-122.4678139,37.7546281
1047,399,8938,45.0,207.862,-122.4667518,37.7546757,-122.4666213,37.7528092
1048,399,4179,45.0,207.584,-122.4667518,37.7546757,-122.4668821,37.7565397
1049,400,399,45.0,93.525,-122.4678139,37.7546281,-122.4667518,37.7546757
1050,400,3901,45.0,207.859,-122.4678139,37.7546281,-122.4676635,37.7527637
1051,400,8937,45.0,207.72500000000002,-122.4678139,37.7546281,-122.4679545,37.7564925
1052,400,8362,45.0,79.693,-122.4678139,37.7546281,-122.4684912,37.755052
1053,401,8940,45.0,106.463,-122.4700302,37.7554422,-122.4700967,37.7563982
1054,401,8542,45.0,100.029,-122.4700302,37.7554422,-122.4710233,37.7558276
1055,402,403,45.0,157.112,-122.4721407,37.7544197,-122.473352,37.7554405
1056,402,5007,45.0,86.31899999999999,-122.4721407,37.7544197,-122.4720733,37.7551851
1057,402,3904,45.0,205.996,-122.4721407,37.7544197,-122.4720278,37.7525694
1058,403,8949,45.0,112.33699999999999,-122.473352,37.7554405,-122.4732856,37.7544316
1059,403,8545,45.0,88.166,-122.473352,37.7554405,-122.4736587,37.7561929
1060,403,402,45.0,157.112,-122.473352,37.7554405,-122.4721407,37.7544197
1061,404,405,45.0,94.216,-122.4743528,37.7543384,-122.4754228,37.7542912
1062,404,3905,45.0,207.783,-122.4743528,37.7543384,-122.4742227,37.7524726
1063,404,8948,45.0,95.304,-122.4743528,37.7543384,-122.4732791,37.7543362
1064,404,4181,45.0,207.828,-122.4743528,37.7543384,-122.4744829,37.7562046
1065,405,404,45.0,94.216,-122.4754228,37.7542912,-122.4743528,37.7543384
1066,405,3906,45.0,207.773,-122.4754228,37.7542912,-122.4752924,37.7524255
1067,405,6700,45.0,85.235,-122.4754228,37.7542912,-122.4763908,37.7542485
1068,405,4182,45.0,207.829,-122.4754228,37.7542912,-122.4755532,37.7561574
1069,406,6700,45.0,10.149,-122.476506,37.7542426,-122.4763908,37.7542485
1070,406,3390,45.0,207.613,-122.476506,37.7542426,-122.4763768,37.7523783
1071,406,407,45.0,93.371,-122.476506,37.7542426,-122.4775663,37.7541945
1072,407,408,45.0,94.262,-122.4775663,37.7541945,-122.4786369,37.7541484
1073,407,406,45.0,93.37100000000001,-122.4775663,37.7541945,-122.476506,37.7542426
1074,407,3907,45.0,207.539,-122.4775663,37.7541945,-122.4774361,37.7523309
1075,407,7398,45.0,109.137,-122.4775663,37.7541945,-122.4776347,37.7551745
1076,408,409,45.0,94.297,-122.4786369,37.7541484,-122.4797079,37.7541023
1077,408,407,45.0,94.262,-122.4786369,37.7541484,-122.4775663,37.7541945
1078,408,3908,45.0,207.661,-122.4786369,37.7541484,-122.4785068,37.7522837
1079,408,4184,45.0,207.961,-122.4786369,37.7541484,-122.4787673,37.7560158
1080,409,408,45.0,94.297,-122.4797079,37.7541023,-122.4786369,37.7541484
1081,409,410,45.0,94.321,-122.4797079,37.7541023,-122.4807791,37.7540551
1082,409,3909,45.0,207.784,-122.4797079,37.7541023,-122.4795776,37.7522365
1083,409,4185,45.0,207.828,-122.4797079,37.7541023,-122.4798382,37.7559685
1084,410,409,45.0,94.321,-122.4807791,37.7540551,-122.4797079,37.7541023
1085,410,411,45.0,94.454,-122.4807791,37.7540551,-122.4818518,37.7540079
1086,410,3910,45.0,207.797,-122.4807791,37.7540551,-122.4806484,37.7521892
1087,410,4186,45.0,207.83,-122.4807791,37.7540551,-122.4809098,37.7559213
1088,411,412,45.0,94.18199999999999,-122.4818518,37.7540079,-122.4829214,37.7539607
1089,411,410,45.0,94.454,-122.4818518,37.7540079,-122.4807791,37.7540551
1090,411,1406,45.0,207.797,-122.4818518,37.7540079,-122.4817213,37.752142
1091,411,1405,45.0,207.819,-122.4818518,37.7540079,-122.4819824,37.755874
1092,412,413,45.0,94.22500000000001,-122.4829214,37.7539607,-122.4839915,37.7539135
1093,412,411,45.0,94.18199999999999,-122.4829214,37.7539607,-122.4818518,37.7540079
1094,412,8927,45.0,207.798,-122.4829214,37.7539607,-122.4827907,37.7520948
1095,412,2771,45.0,207.832,-122.4829214,37.7539607,-122.4830522,37.7558269
1096,413,414,45.0,94.428,-122.4839915,37.7539135,-122.4850639,37.7538663
1097,413,412,45.0,94.22500000000001,-122.4839915,37.7539135,-122.4829214,37.7539607
1098,413,8929,45.0,207.797,-122.4839915,37.7539135,-122.4838608,37.7520476
1099,413,4019,45.0,207.83100000000002,-122.4839915,37.7539135,-122.4841222,37.7557797
1100,414,923,45.0,207.819,-122.4850639,37.7538663,-122.4851945,37.7557324
1101,414,415,45.0,94.32200000000002,-122.4850639,37.7538663,-122.4861351,37.7538191
1102,414,413,45.0,94.428,-122.4850639,37.7538663,-122.4839915,37.7539135
1103,414,924,45.0,207.807,-122.4850639,37.7538663,-122.4849334,37.7520003
1104,415,416,45.0,94.402,-122.4861351,37.7538191,-122.4872072,37.7537718
1105,415,2386,45.0,207.82,-122.4861351,37.7538191,-122.4862659,37.7556852
1106,415,414,45.0,94.322,-122.4861351,37.7538191,-122.4850639,37.7538663
1107,415,2387,45.0,207.80800000000002,-122.4861351,37.7538191,-122.4860043,37.7519531
1108,416,415,45.0,94.402,-122.4872072,37.7537718,-122.4861351,37.7538191
1109,416,3693,45.0,207.829,-122.4872072,37.7537718,-122.4873377,37.755638
1110,416,417,45.0,94.339,-122.4872072,37.7537718,-122.4882786,37.7537246
1111,416,3694,45.0,207.808,-122.4872072,37.7537718,-122.4870767,37.7519058
1112,417,3911,45.0,207.818,-122.4882786,37.7537246,-122.488148,37.7518585
1113,417,4187,45.0,207.81799999999998,-122.4882786,37.7537246,-122.4884092,37.7555907
1114,417,418,45.0,94.46400000000001,-122.4882786,37.7537246,-122.4893514,37.7536773
1115,417,416,45.0,94.339,-122.4882786,37.7537246,-122.4872072,37.7537718
1116,418,419,45.0,94.331,-122.4893514,37.7536773,-122.4904227,37.7536301
1117,418,417,45.0,94.46400000000001,-122.4893514,37.7536773,-122.4882786,37.7537246
1118,418,3825,45.0,207.809,-122.4893514,37.7536773,-122.4892206,37.7518113
1119,418,3824,45.0,207.82,-122.4893514,37.7536773,-122.4894823,37.7555434
1120,419,2479,45.0,207.82,-122.4904227,37.7536301,-122.4905535,37.7554962
1121,419,420,45.0,94.207,-122.4904227,37.7536301,-122.4914926,37.753583
1122,419,418,45.0,94.331,-122.4904227,37.7536301,-122.4893514,37.7536773
1123,419,2480,45.0,207.83,-122.4904227,37.7536301,-122.490292,37.7517639
1124,420,421,45.0,94.447,-122.4914926,37.753583,-122.492565,37.7535328
1125,420,419,45.0,94.207,-122.4914926,37.753583,-122.4904227,37.7536301
1126,420,3912,45.0,207.831,-122.4914926,37.753583,-122.4913619,37.7517168
1127,420,4188,45.0,207.819,-122.4914926,37.753583,-122.4916233,37.7554491
1128,421,1683,45.0,208.134,-122.492565,37.7535328,-122.4926966,37.7554017
1129,421,1684,45.0,207.511,-122.492565,37.7535328,-122.4924361,37.7516694
1130,421,420,45.0,94.447,-122.492565,37.7535328,-122.4914926,37.753583
1131,421,422,45.0,94.42000000000002,-122.492565,37.7535328,-122.4936375,37.7534884
1132,422,3913,45.0,207.831,-122.4936375,37.7534884,-122.4935067,37.7516222
1133,422,4189,45.0,207.821,-122.4936375,37.7534884,-122.4937685,37.7553545
1134,422,423,45.0,94.33100000000002,-122.4936375,37.7534884,-122.4947088,37.7534412
1135,422,421,45.0,94.42000000000002,-122.4936375,37.7534884,-122.492565,37.7535328
1136,423,4190,45.0,207.809,-122.4947088,37.7534412,-122.4948397,37.7553072
1137,423,3914,45.0,207.842,-122.4947088,37.7534412,-122.4945779,37.7515749
1138,423,6935,45.0,40.346000000000004,-122.4947088,37.7534412,-122.495167,37.753421
1139,423,422,45.0,94.331,-122.4947088,37.7534412,-122.4936375,37.7534884
1140,424,6935,45.0,13.595,-122.4953214,37.7534142,-122.495167,37.753421
1141,424,562,45.0,207.84099999999998,-122.4953214,37.7534142,-122.4951906,37.7515479
1142,424,425,45.0,40.196,-122.4953214,37.7534142,-122.4957779,37.753394
1143,425,426,45.0,94.463,-122.4957779,37.753394,-122.4968507,37.7533468
1144,425,424,45.0,40.196,-122.4957779,37.753394,-122.4953214,37.7534142
1145,425,1275,45.0,207.831,-122.4957779,37.753394,-122.4956471,37.7515278
1146,425,1274,45.0,207.81900000000002,-122.4957779,37.753394,-122.4959087,37.7552601
1147,426,427,45.0,94.428,-122.4968507,37.7533468,-122.4979231,37.7532995
1148,426,425,45.0,94.463,-122.4968507,37.7533468,-122.4957779,37.753394
1149,426,3915,45.0,207.851,-122.4968507,37.7533468,-122.4967202,37.7514804
1150,426,4191,45.0,207.80499999999998,-122.4968507,37.7533468,-122.4969811,37.7552128
1151,427,428,45.0,94.279,-122.4979231,37.7532995,-122.4989938,37.7532523
1152,427,426,45.0,94.42799999999998,-122.4979231,37.7532995,-122.4968507,37.7533468
1153,427,3916,45.0,207.842,-122.4979231,37.7532995,-122.4977923,37.7514332
1154,427,4192,45.0,207.819,-122.4979231,37.7532995,-122.4980539,37.7551656
1155,428,429,45.0,94.23500000000001,-122.4989938,37.7532523,-122.500064,37.7532051
1156,428,427,45.0,94.279,-122.4989938,37.7532523,-122.4979231,37.7532995
1157,428,3917,45.0,207.84199999999998,-122.4989938,37.7532523,-122.4988629,37.751386
1158,428,4193,45.0,207.82,-122.4989938,37.7532523,-122.4991247,37.7551184
1159,429,428,45.0,94.235,-122.500064,37.7532051,-122.4989938,37.7532523
1160,429,4194,45.0,207.81900000000002,-122.500064,37.7532051,-122.5001947,37.7550712
1161,429,430,45.0,94.428,-122.500064,37.7532051,-122.5011364,37.7531579
1162,429,3918,45.0,207.853,-122.500064,37.7532051,-122.4999332,37.7513387
1163,430,3919,45.0,207.854,-122.5011364,37.7531579,-122.5010054,37.7512915
1164,430,4195,45.0,207.81,-122.5011364,37.7531579,-122.5012675,37.7550239
1165,430,431,45.0,94.367,-122.5011364,37.7531579,-122.5022081,37.7531106
1166,430,429,45.0,94.42799999999998,-122.5011364,37.7531579,-122.500064,37.7532051
1167,431,1384,45.0,207.853,-122.5022081,37.7531106,-122.5020773,37.7512442
1168,431,1383,45.0,207.82,-122.5022081,37.7531106,-122.5023389,37.7549767
1169,431,430,45.0,94.367,-122.5022081,37.7531106,-122.5011364,37.7531579
1170,431,432,45.0,94.41900000000001,-122.5022081,37.7531106,-122.5032804,37.7530634
1171,432,4196,45.0,207.808,-122.5032804,37.7530634,-122.5034112,37.7549294
1172,432,3920,45.0,207.864,-122.5032804,37.7530634,-122.5031495,37.7511969
1173,432,433,45.0,94.349,-122.5032804,37.7530634,-122.5043519,37.7530161
1174,432,431,45.0,94.41900000000001,-122.5032804,37.7530634,-122.5022081,37.7531106
1175,433,3921,45.0,207.863,-122.5043519,37.7530161,-122.5042213,37.7511496
1176,433,4197,45.0,207.81900000000002,-122.5043519,37.7530161,-122.5044826,37.7548822
1177,433,434,45.0,94.235,-122.5043519,37.7530161,-122.5054221,37.752969
1178,433,432,45.0,94.349,-122.5043519,37.7530161,-122.5032804,37.7530634
1179,434,2791,45.0,207.876,-122.5054221,37.752969,-122.5052913,37.7511024
1180,434,2790,45.0,207.808,-122.5054221,37.752969,-122.5055529,37.754835
1181,434,435,45.0,94.37700000000001,-122.5054221,37.752969,-122.5064939,37.7529217
1182,434,433,45.0,94.235,-122.5054221,37.752969,-122.5043519,37.7530161
1183,435,436,45.0,94.42,-122.5064939,37.7529217,-122.5075662,37.7528744
1184,435,3922,45.0,207.864,-122.5064939,37.7529217,-122.5063631,37.7510552
1185,435,3969,45.0,207.82,-122.5064939,37.7529217,-122.5066247,37.7547878
1186,435,434,45.0,94.377,-122.5064939,37.7529217,-122.5054221,37.752969
1187,436,3923,45.0,207.865,-122.5075662,37.7528744,-122.5074351,37.7510079
1188,436,4198,45.0,207.82100000000003,-122.5075662,37.7528744,-122.5076974,37.7547405
1189,436,437,45.0,78.025,-122.5075662,37.7528744,-122.5084523,37.7528354
1190,436,435,45.0,94.42,-122.5075662,37.7528744,-122.5064939,37.7529217
1191,437,3851,45.0,208.059,-122.5084523,37.7528354,-122.5086993,37.7546963
1192,437,3852,45.0,208.11599999999999,-122.5084523,37.7528354,-122.5082075,37.7509738
1193,437,436,45.0,78.025,-122.5084523,37.7528354,-122.5075662,37.7528744
1194,438,6417,35.0,77.233,-122.4506201,37.8015088,-122.4514042,37.8018228
1195,438,439,35.0,42.35,-122.4506201,37.8015088,-122.4508304,37.8011661
1196,438,6548,35.0,108.933,-122.4506201,37.8015088,-122.4513585,37.8021018
1197,439,438,35.0,42.35,-122.4508304,37.8011661,-122.4506201,37.8015088
1198,439,7632,35.0,13.925,-122.4508304,37.8011661,-122.4506784,37.8011597
1199,439,5473,35.0,78.89,-122.4508304,37.8011661,-122.4516371,37.8014674
1200,439,440,45.0,173.904,-122.4508304,37.8011661,-122.4516866,37.7997607
1201,440,7632,45.0,180.386,-122.4516866,37.7997607,-122.4506784,37.8011597
1202,440,5474,45.0,231.489,-122.4516866,37.7997607,-122.4502497,37.8010173
1203,441,3760,45.0,64.124,-122.4203306,37.7099147,-122.4210176,37.7101075
1204,441,8049,45.0,160.57,-122.4203306,37.7099147,-122.4209367,37.7085526
1205,441,2289,45.0,107.315,-122.4203306,37.7099147,-122.4193731,37.7099524
1206,442,443,45.0,142.79600000000002,-122.4255356,37.7377652,-122.4240568,37.7373676
1207,442,1285,45.0,55.962,-122.4255356,37.7377652,-122.4252741,37.7382226
1208,442,2829,45.0,186.531,-122.4255356,37.7377652,-122.427156,37.736685
1209,443,7446,45.0,10.051,-122.4240568,37.7373676,-122.4240619,37.7372773
1210,443,444,45.0,83.13000000000001,-122.4240568,37.7373676,-122.4231171,37.7373566
1211,443,3189,45.0,165.75900000000001,-122.4240568,37.7373676,-122.4239666,37.7388566
1212,443,442,45.0,142.796,-122.4240568,37.7373676,-122.4255356,37.7377652
1213,444,445,45.0,178.971,-122.4231171,37.7373566,-122.4210854,37.7372616
1214,444,3187,45.0,120.607,-122.4231171,37.7373566,-122.4228527,37.7383994
1215,444,443,45.0,83.13000000000001,-122.4231171,37.7373566,-122.4240568,37.7373676
1216,445,444,45.0,178.971,-122.4210854,37.7372616,-122.4231171,37.7373566
1217,445,2738,45.0,81.97200000000001,-122.4210854,37.7372616,-122.4209687,37.7365468
1218,445,2739,45.0,42.255,-122.4210854,37.7372616,-122.4209218,37.737618
1219,446,447,45.0,64.054,-122.4188243,37.737163,-122.4180974,37.7371258
1220,446,383,45.0,84.914,-122.4188243,37.737163,-122.4189423,37.7379043
1221,446,2736,45.0,90.84,-122.4188243,37.737163,-122.4193124,37.7364566
1222,447,448,45.0,129.456,-122.4180974,37.7371258,-122.4166287,37.7370461
1223,447,446,45.0,64.054,-122.4180974,37.7371258,-122.4188243,37.737163
1224,447,384,45.0,76.939,-122.4180974,37.7371258,-122.4179911,37.7378126
1225,448,447,45.0,129.456,-122.4166287,37.7370461,-122.4180974,37.7371258
1226,448,2605,45.0,80.384,-122.4166287,37.7370461,-122.4166934,37.736325
1227,448,2604,45.0,23.533,-122.4166287,37.7370461,-122.4166097,37.7372572
1228,449,450,45.0,85.25999999999999,-122.4237942,37.7345657,-122.4228795,37.7343652
1229,449,7856,45.0,2.7859999999999996,-122.4237942,37.7345657,-122.4238156,37.7345837
1230,450,451,45.0,75.226,-122.4228795,37.7343652,-122.4223887,37.7338243
1231,450,449,45.0,85.26,-122.4228795,37.7343652,-122.4237942,37.7345657
1232,450,4651,45.0,116.63900000000001,-122.4228795,37.7343652,-122.4221263,37.735173
1233,451,452,45.0,78.903,-122.4223887,37.7338243,-122.4220521,37.7331709
1234,451,450,45.0,75.226,-122.4223887,37.7338243,-122.4228795,37.7343652
1235,451,8087,45.0,39.422,-122.4223887,37.7338243,-122.422055,37.73406
1236,451,7116,45.0,112.95499999999998,-122.4223887,37.7338243,-122.4236359,37.7335909
1237,452,7861,45.0,55.482,-122.4220521,37.7331709,-122.4217644,37.7327442
1238,452,451,45.0,78.903,-122.4220521,37.7331709,-122.4223887,37.7338243
1239,452,8088,45.0,39.891999999999996,-122.4220521,37.7331709,-122.4217225,37.7334107
1240,452,7117,45.0,133.207,-122.4220521,37.7331709,-122.4235246,37.7328994
1241,453,7863,45.0,85.116,-122.4259737,37.7318057,-122.4251275,37.7321366
1242,453,7263,45.0,69.219,-122.4259737,37.7318057,-122.4261962,37.7312257
1243,454,455,45.0,190.336,-122.3969158,37.7326319,-122.3985732,37.7315629
1244,454,7910,45.0,131.606,-122.3969158,37.7326319,-122.3957371,37.7319197
1245,454,1497,45.0,104.592,-122.3969158,37.7326319,-122.3977282,37.7333148
1246,455,7658,45.0,7.432,-122.3985732,37.7315629,-122.3986568,37.7315727
1247,455,7659,45.0,72.982,-122.3985732,37.7315629,-122.3977571,37.7314438
1248,455,454,45.0,190.33599999999998,-122.3985732,37.7315629,-122.3969158,37.7326319
1249,456,7658,45.0,158.934,-122.39897,37.730165,-122.3986568,37.7315727
1250,456,3883,45.0,76.553,-122.39897,37.730165,-122.3998255,37.7302921
1251,456,4491,45.0,80.07300000000001,-122.39897,37.730165,-122.398074,37.730037
1252,457,458,45.0,79.431,-122.4203966,37.7728747,-122.4210424,37.772375
1253,457,3369,45.0,89.985,-122.4203966,37.7728747,-122.419672,37.772303
1254,457,6105,45.0,126.562,-122.4203966,37.7728747,-122.419835,37.772882
1255,457,3582,45.0,46.346000000000004,-122.4203966,37.7728747,-122.4207698,37.7731691
1256,458,3670,45.0,46.656,-122.4210424,37.772375,-122.4214242,37.7726665
1257,459,7178,45.0,14.24,-122.472726,37.7129857,-122.472788,37.7128674
1258,459,8618,45.0,172.731,-122.472726,37.7129857,-122.4744727,37.7136913
1259,459,7786,45.0,22.020999999999997,-122.472726,37.7129857,-122.4727886,37.7131649
1260,460,461,45.0,78.583,-122.4071699,37.7513209,-122.4080611,37.7512669
1261,460,3988,45.0,177.608,-122.4071699,37.7513209,-122.4073218,37.7529136
1262,460,6081,45.0,177.482,-122.4071699,37.7513209,-122.4069318,37.7497446
1263,460,7276,45.0,82.20400000000001,-122.4071699,37.7513209,-122.4062378,37.7513789
1264,461,460,45.0,78.583,-122.4080611,37.7512669,-122.4071699,37.7513209
1265,461,4797,45.0,178.847,-122.4080611,37.7512669,-122.4079073,37.7496631
1266,461,462,45.0,82.966,-122.4080611,37.7512669,-122.409002,37.7512099
1267,461,3989,45.0,177.643,-122.4080611,37.7512669,-122.4082139,37.7528599
1268,462,463,45.0,82.237,-122.409002,37.7512099,-122.4099347,37.7511541
1269,462,461,45.0,82.966,-122.409002,37.7512099,-122.4080611,37.7512669
1270,462,622,45.0,177.914,-122.409002,37.7512099,-122.4091488,37.7528057
1271,462,623,45.0,178.145,-122.409002,37.7512099,-122.4088504,37.7496123
1272,463,4586,45.0,178.20000000000002,-122.4099347,37.7511541,-122.4097813,37.7495561
1273,463,3990,45.0,178.019,-122.4099347,37.7511541,-122.4100892,37.7527504
1274,463,464,45.0,79.276,-122.4099347,37.7511541,-122.4108337,37.751099
1275,463,462,45.0,82.237,-122.4099347,37.7511541,-122.409002,37.7512099
1276,464,465,45.0,82.31299999999999,-122.4108337,37.751099,-122.4117672,37.7510425
1277,464,463,45.0,79.276,-122.4108337,37.751099,-122.4099347,37.7511541
1278,464,4726,45.0,178.867,-122.4108337,37.751099,-122.4106785,37.7494951
1279,464,3991,45.0,178.092,-122.4108337,37.751099,-122.4109823,37.7526963
1280,465,8169,45.0,179.278,-122.4117672,37.7510425,-122.4116135,37.7494348
1281,465,3606,45.0,178.226,-122.4117672,37.7510425,-122.4118957,37.7526421
1282,465,8170,45.0,49.829,-122.4117672,37.7510425,-122.4123323,37.7510083
1283,465,464,45.0,82.31299999999999,-122.4117672,37.7510425,-122.4108337,37.751099
1284,466,467,45.0,46.043,-122.412862,37.7509762,-122.413384,37.7509429
1285,466,8170,45.0,46.708,-122.412862,37.7509762,-122.4123323,37.7510083
1286,466,1298,45.0,179.256,-122.412862,37.7509762,-122.4127084,37.7493687
1287,466,1297,45.0,177.864,-122.412862,37.7509762,-122.4130129,37.7525713
1288,467,9696,35.0,170.53,-122.413384,37.7509429,-122.4135114,37.7524732
1289,467,4492,35.0,179.107,-122.413384,37.7509429,-122.4132328,37.7493366
1290,467,466,45.0,46.043,-122.413384,37.7509429,-122.412862,37.7509762
1291,467,468,45.0,49.887,-122.413384,37.7509429,-122.4139499,37.7509102
1292,468,8173,45.0,49.873,-122.4139499,37.7509102,-122.4145155,37.750876
