Current_Node,Adjacent_Node,Transition_Probability
5499,5499,0.0033783783783783786
5499,23779,0.0472972972972973
5499,24141,0.04391891891891892
5499,989,0.013513513513513514
5499,7081,0.0033783783783783786
5499,990,0.016891891891891893
5499,557,0.0033783783783783786
5499,5501,0.0033783783783783786
5499,19225,0.013513513513513514
5499,5502,0.0033783783783783786
5499,23302,0.0033783783783783786
23781,24141,0.08717948717948718
23781,990,0.08205128205128205
23781,23779,0.29743589743589743
23781,31170,0.3641025641025641
23781,543,0.041025641025641026
23781,557,0.010256410256410256
23781,29072,0.05128205128205128
23781,26284,0.035897435897435895
23781,989,0.005128205128205128
23781,26976,0.005128205128205128
23781,5497,0.005128205128205128
23781,23778,0.005128205128205128
23781,992,0.005128205128205128
23781,23302,0.005128205128205128
24141,29072,0.5446153846153846
24141,5497,0.2553846153846154
24141,23779,0.018461538461538463
24141,31170,0.036923076923076927
24141,5500,0.04
24141,4544,0.06461538461538462
24141,543,0.015384615384615385
24141,5499,0.006153846153846154
24141,991,0.003076923076923077
24141,23781,0.003076923076923077
24141,27824,0.003076923076923077
24141,5501,0.006153846153846154
24141,557,0.003076923076923077
29072,543,0.49514563106796117
29072,991,0.04854368932038835
29072,4544,0.05825242718446602
29072,20638,0.0048543689320388345
29072,5500,0.06796116504854369
29072,5502,0.0048543689320388345
29072,5497,0.10194174757281553
29072,27824,0.038834951456310676
29072,31170,0.014563106796116505
29072,5499,0.009708737864077669
29072,24141,0.043689320388349516
29072,10082,0.009708737864077669
29072,23781,0.009708737864077669
29072,23779,0.019417475728155338
29072,1052,0.0048543689320388345
29072,23302,0.0048543689320388345
29072,558,0.009708737864077669
29072,5501,0.014563106796116505
29072,26976,0.009708737864077669
29072,998,0.009708737864077669
29072,23780,0.0048543689320388345
29072,26284,0.009708737864077669
29072,1055,0.0048543689320388345
543,27824,0.5865921787709497
543,10082,0.16201117318435754
543,26976,0.055865921787709494
543,991,0.061452513966480445
543,24141,0.027932960893854747
543,5500,0.0335195530726257
543,1055,0.0223463687150838
543,23781,0.00558659217877095
543,29072,0.00558659217877095
543,23302,0.00558659217877095
543,31170,0.00558659217877095
543,5501,0.01675977653631285
543,23779,0.00558659217877095
543,998,0.00558659217877095
27824,998,0.6623376623376623
27824,1055,0.2532467532467532
27824,10083,0.012987012987012988
27824,988,0.012987012987012988
27824,1053,0.01948051948051948
27824,24141,0.006493506493506494
27824,10090,0.012987012987012988
27824,543,0.006493506493506494
27824,1052,0.012987012987012988
998,988,0.8846153846153846
998,1055,0.03076923076923077
998,23302,0.007692307692307693
998,29072,0.007692307692307693
998,27824,0.038461538461538464
998,10085,0.007692307692307693
998,10083,0.007692307692307693
998,23310,0.007692307692307693
998,543,0.007692307692307693
988,23310,0.17045454545454544
988,30472,0.23863636363636365
988,1053,0.015151515151515152
988,10083,0.14015151515151514
988,23307,0.015151515151515152
988,30473,0.007575757575757576
988,1054,0.01893939393939394
988,10085,0.10984848484848485
988,31489,0.056818181818181816
988,27823,0.03787878787878788
988,1055,0.022727272727272728
988,1052,0.01893939393939394
988,23302,0.03787878787878788
988,23309,0.003787878787878788
988,30470,0.03409090909090909
988,23306,0.003787878787878788
988,10090,0.01893939393939394
988,23305,0.003787878787878788
988,10088,0.003787878787878788
988,34298,0.007575757575757576
988,991,0.007575757575757576
988,1048,0.003787878787878788
988,967,0.007575757575757576
988,27824,0.011363636363636364
988,24141,0.003787878787878788
23310,988,0.4
23310,1055,0.021621621621621623
23310,30470,0.016216216216216217
23310,570,0.005405405405405406
23310,30473,0.1783783783783784
23310,10085,0.032432432432432434
23310,23306,0.010810810810810811
23310,10083,0.06486486486486487
23310,31489,0.021621621621621623
23310,1054,0.17297297297297298
23310,10090,0.005405405405405406
23310,27823,0.032432432432432434
23310,30471,0.010810810810810811
23310,27824,0.005405405405405406
23310,1046,0.010810810810810811
23310,30472,0.005405405405405406
23310,1048,0.005405405405405406
30472,967,0.12658227848101267
30472,1055,0.02531645569620253
30472,25402,0.012658227848101266
30472,30470,0.3924050632911392
30472,31489,0.25316455696202533
30472,10083,0.05063291139240506
30472,23307,0.012658227848101266
30472,31490,0.02531645569620253
30472,988,0.012658227848101266
30472,10090,0.012658227848101266
30472,23305,0.012658227848101266
30472,30471,0.02531645569620253
30472,10088,0.02531645569620253
30472,576,0.012658227848101266
967,31491,0.5906432748538012
967,30468,0.07017543859649122
967,10090,0.011695906432748537
967,10088,0.1111111111111111
967,23309,0.04093567251461988
967,23305,0.08771929824561403
967,31495,0.005847953216374269
967,30471,0.017543859649122806
967,31489,0.023391812865497075
967,23310,0.011695906432748537
967,959,0.005847953216374269
967,29106,0.005847953216374269
967,23308,0.005847953216374269
967,23304,0.005847953216374269
967,30469,0.005847953216374269
31491,29106,0.12612612612612611
31491,30468,0.5585585585585585
31491,23310,0.009009009009009009
31491,23303,0.009009009009009009
31491,10087,0.06306306306306306
31491,30469,0.018018018018018018
31491,28577,0.009009009009009009
31491,31492,0.009009009009009009
31491,959,0.009009009009009009
31491,967,0.0990990990990991
31491,31493,0.036036036036036036
31491,23309,0.009009009009009009
31491,23304,0.009009009009009009
31491,10088,0.009009009009009009
31491,23305,0.018018018018018018
31491,10090,0.009009009009009009
29106,31493,0.6736842105263158
29106,10087,0.09473684210526316
29106,10089,0.07368421052631578
29106,31495,0.010526315789473684
29106,10090,0.010526315789473684
29106,31489,0.010526315789473684
29106,23304,0.031578947368421054
29106,28577,0.021052631578947368
29106,21144,0.021052631578947368
29106,959,0.031578947368421054
29106,23301,0.021052631578947368
31493,20444,0.01694915254237288
31493,31495,0.9067796610169492
31493,31496,0.00847457627118644
31493,30467,0.01694915254237288
31493,29106,0.00847457627118644
31493,25226,0.01694915254237288
31493,23304,0.00847457627118644
31493,964,0.00847457627118644
31493,28660,0.00847457627118644
20444,30466,0.41935483870967744
20444,770,0.08602150537634409
20444,30467,0.06451612903225806
20444,28660,0.043010752688172046
20444,23908,0.053763440860215055
20444,23906,0.10752688172043011
20444,10086,0.021505376344086023
20444,21119,0.010752688172043012
20444,534,0.010752688172043012
20444,1051,0.010752688172043012
20444,25224,0.021505376344086023
20444,647,0.021505376344086023
20444,28577,0.010752688172043012
20444,10090,0.010752688172043012
20444,652,0.021505376344086023
20444,31694,0.021505376344086023
20444,646,0.021505376344086023
20444,25226,0.021505376344086023
20444,28134,0.010752688172043012
20444,541,0.010752688172043012
30466,10089,0.7530864197530864
30466,30467,0.14814814814814814
30466,23304,0.04938271604938271
30466,10086,0.024691358024691357
30466,23905,0.012345679012345678
30466,28134,0.012345679012345678
10089,10086,0.014705882352941176
10089,21144,0.11029411764705882
10089,10090,0.4338235294117647
10089,23304,0.16176470588235295
10089,23303,0.014705882352941176
10089,959,0.03676470588235294
10089,965,0.007352941176470588
10089,29106,0.007352941176470588
10089,10087,0.07352941176470588
10089,28577,0.029411764705882353
10089,28134,0.022058823529411766
10089,31493,0.007352941176470588
10089,23906,0.007352941176470588
10089,10083,0.007352941176470588
10089,964,0.014705882352941176
10089,30466,0.029411764705882353
10089,1051,0.007352941176470588
10089,23308,0.007352941176470588
10089,31495,0.007352941176470588
10086,29835,0.7135416666666666
10086,594,0.203125
10086,34348,0.005208333333333333
10086,21187,0.046875
10086,10084,0.015625
10086,34349,0.005208333333333333
10086,28660,0.005208333333333333
10086,538,0.005208333333333333
29835,21187,0.45454545454545453
29835,34348,0.5019762845849802
29835,10086,0.039525691699604744
29835,21189,0.003952569169960474
21187,21186,0.4
21187,34349,0.5791666666666667
21187,20653,0.008333333333333333
21187,21187,0.004166666666666667
21187,29835,0.004166666666666667
21187,10086,0.004166666666666667
21186,34349,0.046153846153846156
21186,595,0.09230769230769231
21186,21187,0.5384615384615384
21186,20653,0.06153846153846154
21186,34348,0.09230769230769231
21186,30779,0.03076923076923077
21186,633,0.038461538461538464
21186,645,0.05384615384615385
21186,644,0.007692307692307693
21186,29835,0.03076923076923077
21186,634,0.007692307692307693
34349,34348,0.695054945054945
34349,34350,0.016483516483516484
34349,645,0.013736263736263736
34349,21187,0.046703296703296704
34349,20653,0.09340659340659341
34349,622,0.03021978021978022
34349,29835,0.04945054945054945
34349,617,0.008241758241758242
34349,624,0.0027472527472527475
34349,5506,0.005494505494505495
34349,34351,0.013736263736263736
34349,644,0.005494505494505495
34349,30779,0.013736263736263736
34349,30778,0.0027472527472527475
34349,30897,0.0027472527472527475
34348,34350,0.3793103448275862
34348,34349,0.19885057471264367
34348,622,0.25287356321839083
34348,29835,0.034482758620689655
34348,627,0.020689655172413793
34348,5506,0.05172413793103448
34348,34351,0.011494252873563218
34348,644,0.0034482758620689655
34348,20653,0.011494252873563218
34348,21187,0.008045977011494253
34348,623,0.004597701149425287
34348,30778,0.005747126436781609
34348,542,0.004597701149425287
34348,30779,0.0034482758620689655
34348,617,0.0022988505747126436
34348,645,0.0011494252873563218
34348,643,0.0022988505747126436
34348,634,0.0011494252873563218
34348,30897,0.0011494252873563218
34348,624,0.0011494252873563218
34350,542,0.36605080831408776
34350,34348,0.27367205542725176
34350,626,0.18475750577367206
34350,622,0.017321016166281754
34350,645,0.0011547344110854503
34350,30778,0.0023094688221709007
34350,627,0.10854503464203233
34350,598,0.006928406466512702
34350,541,0.004618937644341801
34350,30779,0.003464203233256351
34350,532,0.0011547344110854503
34350,30897,0.0011547344110854503
34350,5506,0.003464203233256351
34350,34351,0.0023094688221709007
34350,643,0.004618937644341801
34350,647,0.0011547344110854503
34350,618,0.0023094688221709007
34350,23906,0.0011547344110854503
34350,34349,0.0023094688221709007
34350,644,0.0011547344110854503
34350,29835,0.0023094688221709007
34350,609,0.0011547344110854503
34350,540,0.003464203233256351
34350,623,0.0011547344110854503
34350,32749,0.0011547344110854503
34350,533,0.0011547344110854503
542,34350,0.20135527589545016
542,32749,0.005808325266214908
542,533,0.4191674733785092
542,541,0.3059051306873185
542,609,0.011616650532429816
542,598,0.028073572120038724
542,627,0.00968054211035818
542,540,0.006776379477250726
542,597,0.001936108422071636
542,32748,0.000968054211035818
542,532,0.003872216844143272
542,618,0.00484027105517909
6187,7004,0.6927374301675978
6187,6206,0.18435754189944134
6187,19702,0.11173184357541899
6187,11322,0.002793296089385475
6187,19701,0.002793296089385475
6187,19703,0.002793296089385475
6187,6818,0.002793296089385475
7004,2759,0.008565310492505354
7004,1901,0.6809421841541756
7004,7006,0.28693790149892934
7004,6187,0.01284796573875803
7004,19703,0.004282655246252677
7004,7336,0.0021413276231263384
7004,19702,0.0021413276231263384
7004,7004,0.0021413276231263384
2759,6818,0.5565610859728507
2759,19705,0.3054298642533937
2759,4351,0.004524886877828055
2759,1901,0.04751131221719457
2759,7334,0.027149321266968326
2759,19703,0.01583710407239819
2759,19704,0.006787330316742082
2759,22482,0.00904977375565611
2759,22485,0.0022624434389140274
2759,19702,0.004524886877828055
2759,29064,0.0022624434389140274
2759,6996,0.0022624434389140274
2759,7000,0.004524886877828055
2759,7004,0.0022624434389140274
2759,7337,0.0022624434389140274
2759,7333,0.004524886877828055
2759,19680,0.0022624434389140274
6818,22485,0.20054945054945056
6818,7345,0.6565934065934066
6818,7334,0.027472527472527472
6818,2759,0.046703296703296704
6818,16561,0.005494505494505495
6818,7335,0.0027472527472527475
6818,4351,0.0027472527472527475
6818,19705,0.01098901098901099
6818,6995,0.0027472527472527475
6818,25509,0.01098901098901099
6818,19680,0.008241758241758242
6818,28781,0.0027472527472527475
6818,19703,0.008241758241758242
6818,25529,0.0027472527472527475
6818,29846,0.0027472527472527475
6818,7333,0.005494505494505495
6818,22484,0.0027472527472527475
22485,6818,0.6973684210526315
22485,6993,0.10526315789473684
22485,25509,0.05263157894736842
22485,22482,0.02631578947368421
22485,7345,0.06578947368421052
22485,25529,0.013157894736842105
22485,6995,0.013157894736842105
22485,19680,0.013157894736842105
22485,2759,0.013157894736842105
7345,1902,0.6177024482109228
7345,25509,0.19397363465160075
7345,6818,0.04143126177024482
7345,19680,0.06591337099811675
7345,7333,0.0018832391713747645
7345,19705,0.009416195856873822
7345,7337,0.003766478342749529
7345,29846,0.05084745762711865
7345,7335,0.005649717514124294
7345,6995,0.007532956685499058
7345,25529,0.0018832391713747645
1902,25952,0.14432989690721648
1902,5384,0.3234536082474227
1902,19680,0.037371134020618556
1902,25525,0.26417525773195877
1902,7325,0.13144329896907217
1902,28622,0.001288659793814433
1902,25524,0.014175257731958763
1902,7326,0.00902061855670103
1902,7345,0.019329896907216496
1902,29846,0.001288659793814433
1902,4749,0.003865979381443299
1902,25528,0.015463917525773196
1902,25953,0.028350515463917526
1902,19681,0.001288659793814433
1902,7332,0.002577319587628866
1902,30789,0.001288659793814433
1902,7335,0.001288659793814433
25952,19680,0.38118331716779824
25952,25528,0.2880698351115422
25952,25953,0.07177497575169738
25952,7345,0.02230843840931135
25952,25509,0.0038797284190106693
25952,25525,0.01842870999030068
25952,25524,0.12415130940834142
25952,7331,0.037827352085354024
25952,25529,0.004849660523763337
25952,1902,0.006789524733268671
25952,5384,0.004849660523763337
25952,7332,0.002909796314258002
25952,4749,0.014548981571290009
25952,7330,0.0038797284190106693
25952,7335,0.0038797284190106693
25952,7337,0.0009699321047526673
25952,5383,0.0019398642095053346
25952,19681,0.002909796314258002
25952,7327,0.0019398642095053346
25952,19328,0.0009699321047526673
25952,7325,0.0009699321047526673
25952,29846,0.0009699321047526673
19680,7345,0.10869565217391304
19680,25952,0.4230072463768116
19680,25509,0.07246376811594203
19680,25529,0.08967391304347826
19680,19705,0.16032608695652173
19680,7334,0.008152173913043478
19680,25953,0.029891304347826088
19680,7337,0.029891304347826088
19680,19680,0.0009057971014492754
19680,4749,0.005434782608695652
19680,1902,0.006340579710144928
19680,7335,0.015398550724637682
19680,7333,0.009963768115942028
19680,1901,0.0009057971014492754
19680,16564,0.0009057971014492754
19680,5384,0.016304347826086956
19680,29846,0.0018115942028985507
19680,19702,0.0009057971014492754
19680,2759,0.006340579710144928
19680,25528,0.0018115942028985507
19680,25525,0.0036231884057971015
19680,6237,0.0009057971014492754
19680,19703,0.0009057971014492754
19680,7331,0.0009057971014492754
19680,4747,0.0009057971014492754
19680,25524,0.0009057971014492754
19680,6818,0.0018115942028985507
19680,25507,0.0009057971014492754
5384,5383,0.2136279926335175
5384,7325,0.003683241252302026
5384,7324,0.07550644567219153
5384,1902,0.6408839779005525
5384,25953,0.011049723756906077
5384,25952,0.007366482504604052
5384,7345,0.007366482504604052
5384,25524,0.003683241252302026
5384,5386,0.003683241252302026
5384,7332,0.003683241252302026
5384,7327,0.003683241252302026
5384,28622,0.003683241252302026
5384,25528,0.011049723756906077
5384,19680,0.007366482504604052
5384,7330,0.001841620626151013
5384,4963,0.001841620626151013
5383,28622,0.20187793427230047
5383,5384,0.7230046948356808
5383,30724,0.04225352112676056
5383,4963,0.009389671361502348
5383,7324,0.018779342723004695
5383,7327,0.004694835680751174
28622,4963,0.3776223776223776
28622,5382,0.03496503496503497
28622,5383,0.48951048951048953
28622,28621,0.027972027972027972
28622,5384,0.02097902097902098
28622,7328,0.02097902097902098
28622,30724,0.006993006993006993
28622,6983,0.006993006993006993
28622,6982,0.013986013986013986
4963,6983,0.1951219512195122
4963,5382,0.16260162601626016
4963,7328,0.3048780487804878
4963,28622,0.3089430894308943
4963,6981,0.012195121951219513
4963,28621,0.0040650406504065045
4963,5383,0.0040650406504065045
4963,25521,0.0040650406504065045
4963,6964,0.0040650406504065045
6983,32058,0.3
6983,6981,0.013333333333333334
6983,4963,0.43333333333333335
6983,6976,0.006666666666666667
6983,28622,0.02
6983,7328,0.006666666666666667
6983,6978,0.006666666666666667
6983,6982,0.1
6983,5382,0.04
6983,6984,0.04666666666666667
6983,32018,0.006666666666666667
6983,32517,0.006666666666666667
6983,6964,0.006666666666666667
6983,6987,0.006666666666666667
32058,6971,0.00847457627118644
32058,4962,0.025423728813559324
32058,6983,0.3983050847457627
32058,32018,0.2033898305084746
32058,19856,0.07627118644067797
32058,32517,0.11864406779661017
32058,29591,0.025423728813559324
32058,6984,0.01694915254237288
32058,6975,0.06779661016949153
32058,6982,0.03389830508474576
32058,4960,0.00847457627118644
32058,6964,0.00847457627118644
32058,6965,0.00847457627118644
6971,6972,0.053691275167785234
6971,4954,0.06040268456375839
6971,6970,0.1610738255033557
6971,4960,0.15436241610738255
6971,4962,0.348993288590604
6971,29591,0.020134228187919462
6971,6975,0.03355704697986577
6971,4961,0.013422818791946308
6971,32517,0.006711409395973154
6971,2757,0.053691275167785234
6971,19856,0.03355704697986577
6971,32018,0.006711409395973154
6971,28016,0.013422818791946308
6971,4959,0.013422818791946308
6971,32058,0.013422818791946308
6971,5746,0.006711409395973154
6971,4955,0.006711409395973154
6972,4959,0.1
6972,4960,0.2
6972,6973,0.2
6972,2757,0.1
6972,4962,0.1
6972,4961,0.1
6972,25512,0.1
6972,6971,0.1
4959,3470,0.5112107623318386
4959,4954,0.12556053811659193
4959,28016,0.12556053811659193
4959,5746,0.07623318385650224
4959,4955,0.04484304932735426
4959,28133,0.013452914798206279
4959,3471,0.013452914798206279
4959,30422,0.02242152466367713
4959,29788,0.004484304932735426
4959,31580,0.03139013452914798
4959,4218,0.008968609865470852
4959,2756,0.008968609865470852
4959,28254,0.008968609865470852
4959,2758,0.004484304932735426
3470,29786,0.0035842293906810036
3470,4959,0.2007168458781362
3470,3471,0.24731182795698925
3470,28133,0.37992831541218636
3470,28254,0.03225806451612903
3470,4218,0.014336917562724014
3470,31580,0.07168458781362007
3470,2756,0.02867383512544803
3470,28255,0.007168458781362007
3470,4954,0.0035842293906810036
3470,29788,0.0035842293906810036
3470,6974,0.0035842293906810036
3470,31581,0.0035842293906810036
29786,5748,0.8888888888888888
29786,5752,0.05555555555555555
29786,29788,0.05555555555555555
5748,25357,0.2754237288135593
5748,28133,0.5847457627118644
5748,29786,0.03389830508474576
5748,5749,0.08898305084745763
5748,4959,0.00847457627118644
5748,6880,0.00423728813559322
5748,5750,0.00423728813559322
25357,6880,0.39805825242718446
25357,5748,0.49514563106796117
25357,28133,0.04854368932038835
25357,6950,0.019417475728155338
25357,25356,0.02912621359223301
25357,29786,0.0048543689320388345
25357,4973,0.0048543689320388345
6880,6949,0.3137254901960784
6880,25357,0.5882352941176471
6880,6957,0.049019607843137254
6880,5748,0.0196078431372549
6880,28133,0.014705882352941176
6880,6950,0.004901960784313725
6880,6880,0.004901960784313725
6880,5749,0.004901960784313725
6949,6961,0.28901734104046245
6949,6880,0.5260115606936416
6949,6960,0.046242774566473986
6949,25357,0.04046242774566474
6949,6950,0.005780346820809248
6949,27742,0.04046242774566474
6949,6955,0.017341040462427744
6949,5748,0.017341040462427744
6949,6962,0.011560693641618497
6949,6957,0.005780346820809248
6961,27742,0.325
6961,6949,0.5833333333333334
6961,6962,0.016666666666666666
6961,5736,0.03333333333333333
6961,6880,0.016666666666666666
6961,25357,0.016666666666666666
6961,5735,0.008333333333333333
27742,5736,0.496551724137931
27742,28860,0.06896551724137931
27742,6961,0.2413793103448276
27742,6949,0.16551724137931034
27742,6962,0.006896551724137931
27742,19987,0.006896551724137931
27742,5735,0.006896551724137931
27742,6955,0.006896551724137931
5736,27742,0.25951557093425603
5736,19989,0.23875432525951557
5736,5737,0.3875432525951557
5736,6961,0.05536332179930796
5736,6949,0.010380622837370242
5736,5735,0.006920415224913495
5736,6962,0.0034602076124567475
5736,19987,0.006920415224913495
5736,19988,0.006920415224913495
5736,19855,0.0034602076124567475
5736,4344,0.006920415224913495
5736,19990,0.010380622837370242
5736,18051,0.0034602076124567475
28860,19987,0.1
28860,6949,0.1
28860,5736,0.1
28860,6961,0.2
28860,6880,0.2
28860,6959,0.3
19987,19988,0.40294117647058825
19987,19991,0.4441176470588235
19987,5736,0.020588235294117647
19987,18052,0.026470588235294117
19987,27742,0.0029411764705882353
19987,18051,0.0058823529411764705
19987,19989,0.029411764705882353
19987,5729,0.0029411764705882353
19987,19990,0.014705882352941176
19987,5728,0.03235294117647059
19987,19855,0.0029411764705882353
19987,18053,0.008823529411764706
19987,4344,0.0029411764705882353
19987,7173,0.0029411764705882353
19988,18053,0.05204460966542751
19988,28616,0.03717472118959108
19988,19991,0.02973977695167286
19988,4344,0.13011152416356878
19988,19990,0.03345724907063197
19988,19987,0.11524163568773234
19988,19989,0.2862453531598513
19988,7173,0.026022304832713755
19988,5728,0.011152416356877323
19988,31452,0.01486988847583643
19988,18052,0.04460966542750929
19988,5729,0.0037174721189591076
19988,5736,0.08178438661710037
19988,18051,0.03345724907063197
19988,18054,0.0037174721189591076
19988,19855,0.03345724907063197
19988,4967,0.0037174721189591076
19988,26720,0.011152416356877323
19988,28021,0.022304832713754646
19988,19986,0.0037174721189591076
19988,2783,0.0037174721189591076
19988,27742,0.01858736059479554
18053,26720,0.4811320754716981
18053,18054,0.46226415094339623
18053,7173,0.009433962264150943
18053,19855,0.0031446540880503146
18053,31452,0.006289308176100629
18053,28021,0.006289308176100629
18053,28616,0.009433962264150943
18053,4967,0.006289308176100629
18053,2778,0.0031446540880503146
18053,18052,0.009433962264150943
18053,19992,0.0031446540880503146
26720,19986,0.005931198102016607
26720,4967,0.011862396204033215
26720,19855,0.23606168446026096
26720,18053,0.11506524317912219
26720,28021,0.1874258600237248
26720,7173,0.03440094899169632
26720,28616,0.04863582443653618
26720,5736,0.013048635824436536
26720,18051,0.0011862396204033216
26720,31452,0.033214709371293
26720,5738,0.27402135231316727
26720,5737,0.0071174377224199285
26720,5743,0.004744958481613286
26720,5742,0.0011862396204033216
26720,18050,0.005931198102016607
26720,18052,0.0011862396204033216
26720,5739,0.00830367734282325
26720,19992,0.002372479240806643
26720,19991,0.0011862396204033216
26720,19990,0.0011862396204033216
26720,2782,0.0011862396204033216
26720,4968,0.0011862396204033216
26720,16468,0.0011862396204033216
26720,2748,0.0011862396204033216
26720,5729,0.0011862396204033216
19986,19992,0.5589777195281782
19986,5739,0.1199213630406291
19986,7173,0.12123197903014417
19986,18053,0.007863695937090432
19986,31452,0.03669724770642202
19986,18052,0.01507208387942333
19986,28616,0.012450851900393184
19986,18050,0.01507208387942333
19986,4967,0.005897771952817824
19986,28609,0.017693315858453473
19986,28608,0.035386631716906945
19986,28610,0.009829619921363041
19986,28611,0.00327653997378768
19986,19987,0.009174311926605505
19986,4968,0.009829619921363041
19986,28612,0.001310615989515072
19986,18054,0.00327653997378768
19986,19991,0.001310615989515072
19986,28615,0.000655307994757536
19986,5741,0.000655307994757536
19986,26720,0.001965923984272608
19986,28614,0.001310615989515072
19986,7172,0.001310615989515072
19986,6875,0.000655307994757536
19986,28021,0.002621231979030144
19986,5729,0.000655307994757536
19986,2779,0.001310615989515072
19986,5728,0.000655307994757536
19986,19990,0.002621231979030144
19986,16494,0.000655307994757536
19986,28613,0.000655307994757536
19992,19987,0.01893491124260355
19992,28021,0.001183431952662722
19992,7173,0.15739644970414202
19992,5739,0.12544378698224853
19992,18054,0.5053254437869823
19992,18052,0.03195266272189349
19992,18053,0.02603550295857988
19992,31452,0.036686390532544376
19992,28608,0.03431952662721893
19992,28609,0.01893491124260355
19992,28616,0.010650887573964497
19992,4968,0.001183431952662722
19992,28610,0.005917159763313609
19992,18050,0.009467455621301775
19992,28611,0.001183431952662722
19992,19991,0.002366863905325444
19992,19992,0.001183431952662722
19992,26720,0.001183431952662722
19992,5728,0.001183431952662722
19992,19990,0.002366863905325444
19992,2748,0.001183431952662722
19992,5736,0.001183431952662722
19992,19989,0.002366863905325444
19992,28615,0.001183431952662722
19992,19857,0.001183431952662722
19991,5729,0.05188679245283019
19991,5728,0.8113207547169812
19991,28021,0.0047169811320754715
19991,26720,0.0047169811320754715
19991,19990,0.04716981132075472
19991,19987,0.02830188679245283
19991,18053,0.014150943396226415
19991,18052,0.0047169811320754715
19991,5736,0.0047169811320754715
19991,27742,0.0047169811320754715
19991,7173,0.0047169811320754715
19991,18050,0.0047169811320754715
19991,19989,0.0047169811320754715
19991,4344,0.0047169811320754715
19991,31452,0.0047169811320754715
5729,2748,0.9859154929577465
5729,5730,0.014084507042253521
5726,5727,0.8541666666666666
5726,5731,0.041666666666666664
5726,34336,0.020833333333333332
5726,21404,0.020833333333333332
5726,4940,0.041666666666666664
5726,18164,0.020833333333333332
5727,2717,0.0273224043715847
5727,5723,0.912568306010929
5727,5726,0.03278688524590164
5727,2716,0.01639344262295082
5727,18161,0.00546448087431694
5727,18183,0.00546448087431694
2717,5722,0.9936305732484076
2717,18184,0.006369426751592357
5722,4367,0.8920863309352518
5722,5721,0.039568345323741004
5722,2717,0.039568345323741004
5722,27101,0.0035971223021582736
5722,2713,0.01079136690647482
5722,4711,0.0035971223021582736
5722,25538,0.0035971223021582736
5722,5720,0.0035971223021582736
5722,18186,0.0035971223021582736
4367,4368,0.6606498194945848
4367,19708,0.007220216606498195
4367,19272,0.10469314079422383
4367,5717,0.010830324909747292
4367,19271,0.09747292418772563
4367,28452,0.061371841155234655
4367,31618,0.010830324909747292
4367,2717,0.0036101083032490976
4367,7093,0.01444043321299639
4367,5721,0.0036101083032490976
4367,2710,0.010830324909747292
4367,22022,0.007220216606498195
4367,25538,0.0036101083032490976
4367,7092,0.0036101083032490976
4368,19708,0.7568807339449541
4368,19709,0.05963302752293578
4368,2710,0.05045871559633028
4368,4365,0.01834862385321101
4368,5722,0.0045871559633027525
4368,19271,0.013761467889908258
4368,4367,0.0779816513761468
4368,28654,0.0045871559633027525
4368,28655,0.009174311926605505
4368,7102,0.0045871559633027525
19708,19709,0.3034825870646766
